"File","SampleRate","Channels","Layout"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\mc2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\mc3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\menumove.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\mf1a1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\mi1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\mi2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\missileIncoming.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms10.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms2-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms2-2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms4-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms4-2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms4-3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms6.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms7.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms8.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ms9.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o0.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o10.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o11.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o4.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o5-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o5-2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o6.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o7.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o8.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\o9.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\p0.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\p1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\pig1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\pig2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\pig3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\pig4_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\pig4_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rad.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rad2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf0.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf10.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf11.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf12.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf13.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf14.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf5.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf6.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf7.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf8.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rf9.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ri.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rl1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rl2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rl3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rl4.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rl5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rl6.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\rv.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\sa1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\score.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\sd1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\sd2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\speakertest.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ss11.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ss12.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ss13.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ss14.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ss15_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ss15_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ss21.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\stof1-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\stof2-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\stof2-2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\stsw1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\su.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tbu1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tbu2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tbu3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tdvl.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\thrpos.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tir.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\to1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\to2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\to3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\to4_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\to4_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-2_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-2_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-4_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-4_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-6.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa1-7.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa2-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa2-2_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\toa2-2_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tog1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tt01.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tt02_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tt02_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tu1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tu2_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\tu2_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\v1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\v2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\v3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\v4.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\v5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\v6.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\vl1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\vl2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w0.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w5.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w6.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\w7.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\win.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\wind1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\wind2.wav","44100","2","unknown"
